Date,PM2.5,PM10,NO2,SO2,CO,Ozone,Humidity(%),dewpoint_2m (°C),Rainfall (mm),windspeed (kmph),winddirection_100m (°),temp,PM2.5_SubIndex,PM10_SubIndex,SO2_SubIndex,NOx_SubIndex,CO_SubIndex,O3_SubIndex,AQI,min_temp,max_temp
10-12-2018,58.43,121.23,16.59,16.55,0.5,15.52,58,16.96666667,0,17.37916667,192,9.9,97.38333333,114.1533333,20.6875,20.7375,25,15.52,114,21.7,31.6
13-10-2018,54.01,112.11,20.24,14.34,0.54,13.27,62.875,18.17916667,0,10.32083333,94.125,11.1,90.01666667,108.0733333,17.925,25.3,27,13.27,108,20.5,31.6
14-10-2018,52.08,80.59,16.76,7.46,0.4,16.78,62.79166667,17.85833333,0,12.69583333,85.54166667,10.3,86.8,80.59,9.325,20.95,20,16.78,87,21.2,31.5
15-10-2018,53.34,80.88,16.17,6.03,0.38,17.92,66.375,19.10833333,0,12.64166667,91.70833333,9.3,88.9,80.88,7.5375,20.2125,19,17.92,89,21.5,30.8
16-10-2018,50.79,59.48,12.73,3.46,0.38,15.06,77.79166667,20.9625,0.304166667,12.68333333,113.1666667,8.9,84.65,59.48,4.325,15.9125,19,15.06,85,21.8,30.7
17-10-2018,46.69,44.61,16.49,4.44,0.64,9.62,83.5,21.43333333,0.241666667,8.3875,162.0833333,7.2,77.81666667,44.61,5.55,20.6125,32,9.62,78,21.9,29.1
18-10-2018,43.44,45.45,15.16,4.74,0.57,11.31,85.45833333,21.3625,0.320833333,9.691666667,166.3333333,7.6,72.4,45.45,5.925,18.95,28.5,11.31,72,21.4,29
19-10-2018,41.47,72.36,12.92,4.28,0.42,18.78,71.29166667,18.7375,0,11.02083333,108.9583333,10,69.11666667,72.36,5.35,16.15,21,18.78,72,20.3,30.3
20-10-2018,56.09,107.71,19.9,5.3,0.54,16.58,65.91666667,18.1,0,12.79166667,100.2916667,10.1,93.48333333,105.14,6.625,24.875,27,16.58,105,20.4,30.5
21-10-2018,58.42,108.96,16.79,4.29,0.48,15.97,63.58333333,18.59166667,0,11.0125,120.0416667,8,97.36666667,105.9733333,5.3625,20.9875,24,15.97,106,22.9,30.9
22-10-2018,69.46,146.21,35.69,19.99,0.68,13.67,63.04166667,18.42083333,0.008333333,8.366666667,122.0833333,10.6,131.5333333,130.8066667,24.9875,44.6125,34,13.67,132,21.4,32
23-10-2018,71.13,136.37,28.78,6.56,0.64,14.83,62.125,18.175,0,9.766666667,115.4583333,10.4,137.1,124.2466667,8.2,35.975,32,14.83,137,21.3,31.7
24-10-2018,69.8,117.25,21.88,6.76,0.61,13.6,61.25,18.0125,0,10.05416667,180.0833333,7.7,132.6666667,111.5,8.45,27.35,30.5,13.6,133,23,30.7
25-10-2018,56.43,92.48,21.82,6.38,0.45,23.55,55.04166667,15.78333333,0,14,80.54166667,8.4,94.05,92.48,7.975,27.275,22.5,23.55,94,22.2,30.6
26-10-2018,46.36,90.53,24.09,6.37,0.37,28.24,55.25,14.4375,0,15.54583333,84.125,10.4,77.26666667,90.53,7.9625,30.1125,18.5,28.24,91,20.9,31.3
27-10-2018,53.66,118.29,23.82,10.92,0.47,24.01,43.75,11.35416667,0,13.875,65.95833333,10.9,89.43333333,112.1933333,13.65,29.775,23.5,24.01,112,20.3,31.2
28-10-2018,47.91,76.34,16.22,9.07,0.34,32.85,46.08333333,11.20833333,0,21.4875,43.375,12.1,79.85,76.34,11.3375,20.275,17,32.85,80,18.7,30.8
29-10-2018,45.45,77.46,16.18,9.44,0.34,31.99,44.33333333,10.45,0,22.78333333,30.45833333,11.1,75.75,77.46,11.8,20.225,17,31.99,77,18.7,29.8
30-10-2018,47.48,70.89,15.96,7.35,0.39,30.77,46.08333333,11.29166667,0,21.05416667,37.625,11.5,79.13333333,70.89,9.1875,19.95,19.5,30.77,79,18.8,30.3
